profile_id,role_category,skills,skill_count,experience_years,source,raw_skills,normalized_skills,normalized_experience
SYN_1268,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Algorithms', 'JavaScript', 'Version Control', 'Documentation', 'REST APIs', 'Creativity', 'Agile', 'Git']",11,3-5,Synthetic,"['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Algorithms', 'JavaScript', 'Version Control', 'Documentation', 'REST APIs', 'Creativity', 'Agile', 'Git']","['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Algorithms', 'JavaScript', 'Git', 'Documentation', 'Rest Apis', 'Creativity', 'Agile']",Mid Level (3-5 years)
SYN_1269,IT Support Specialist,"['Networking Basics', 'Hardware', 'Windows', 'Communication', 'Customer Service', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Mobile Devices']",9,0-2,Synthetic,"['Networking Basics', 'Hardware', 'Windows', 'Communication', 'Customer Service', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Mobile Devices']","['Networking Basics', 'Hardware', 'Windows', 'Communication', 'Customer Service', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Mobile Devices']",Entry Level (0-2 years)
SYN_1270,Database Administrator,"['Sharding', 'Linux', 'Database Design', 'Leadership', 'Performance Tuning', 'Monitoring', 'Critical Thinking', 'Backup Recovery', 'Query Optimization', 'MongoDB', 'Adaptability', 'Database Security']",12,5-8,Synthetic,"['Sharding', 'Linux', 'Database Design', 'Leadership', 'Performance Tuning', 'Monitoring', 'Critical Thinking', 'Backup Recovery', 'Query Optimization', 'MongoDB', 'Adaptability', 'Database Security']","['Sharding', 'Linux', 'Database Design', 'Leadership', 'Performance Tuning', 'Monitoring', 'Critical Thinking', 'Backup Recovery', 'Query Optimization', 'MongoDB', 'Adaptability', 'Database Security']",Senior Level (5-8 years)
SYN_1271,DevOps Engineer,"['AWS', 'Linux', 'Jenkins', 'Time Management', 'Adaptability', 'Kubernetes', 'Ansible', 'Grafana', 'Docker']",9,0-2,Synthetic,"['AWS', 'Linux', 'Jenkins', 'Time Management', 'Adaptability', 'Kubernetes', 'Ansible', 'Grafana', 'Docker']","['AWS', 'Linux', 'Jenkins', 'Time Management', 'Adaptability', 'Kubernetes', 'Ansible', 'Grafana', 'Docker']",Entry Level (0-2 years)
SYN_1272,Mobile Developer,"['Android', 'Java', 'API Integration', 'Flutter', 'Kotlin', 'Communication', 'Git', 'Problem Solving', 'REST APIs', 'Swift', 'Testing', 'React Native']",12,3-5,Synthetic,"['Android', 'Java', 'API Integration', 'Flutter', 'Kotlin', 'Communication', 'Git', 'Problem Solving', 'REST APIs', 'Swift', 'Testing', 'React Native']","['Android', 'Java', 'Api Integration', 'Flutter', 'Kotlin', 'Communication', 'Git', 'Problem Solving', 'Rest Apis', 'Swift', 'Testing', 'React Native']",Mid Level (3-5 years)
SYN_1273,Data Scientist,"['A/B Testing', 'Scikit-learn', 'Problem Solving', 'Python', 'SQL', 'Spark', 'Deep Learning', 'Tableau', 'Statistics', 'Critical Thinking', 'Time Management', 'TensorFlow']",12,3-5,Synthetic,"['A/B Testing', 'Scikit-learn', 'Problem Solving', 'Python', 'SQL', 'Spark', 'Deep Learning', 'Tableau', 'Statistics', 'Critical Thinking', 'Time Management', 'TensorFlow']","['A/B Testing', 'Scikit-Learn', 'Problem Solving', 'Python', 'SQL', 'Spark', 'Deep Learning', 'Tableau', 'Statistics', 'Critical Thinking', 'Time Management', 'TensorFlow']",Mid Level (3-5 years)
SYN_1274,Data Scientist,"['Scikit-learn', 'Leadership', 'Python', 'SQL', 'Statistics', 'Time Management', 'Machine Learning', 'TensorFlow']",8,0-2,Synthetic,"['Scikit-learn', 'Leadership', 'Python', 'SQL', 'Statistics', 'Time Management', 'Machine Learning', 'TensorFlow']","['Scikit-Learn', 'Leadership', 'Python', 'SQL', 'Statistics', 'Time Management', 'Machine Learning', 'TensorFlow']",Entry Level (0-2 years)
SYN_1275,Database Administrator,"['Sharding', 'Linux', 'PostgreSQL', 'MySQL', 'Time Management', 'Query Optimization', 'Database Security', 'Teamwork']",8,3-5,Synthetic,"['Sharding', 'Linux', 'PostgreSQL', 'MySQL', 'Time Management', 'Query Optimization', 'Database Security', 'Teamwork']","['Sharding', 'Linux', 'PostgreSQL', 'SQL', 'Time Management', 'Query Optimization', 'Database Security', 'Teamwork']",Mid Level (3-5 years)
SYN_1276,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Communication', 'Python', 'Excel', 'Leadership', 'SQL', 'Statistics', 'Reporting', 'Power BI', 'Teamwork']",11,3-5,Synthetic,"['Data Warehousing', 'Problem Solving', 'Communication', 'Python', 'Excel', 'Leadership', 'SQL', 'Statistics', 'Reporting', 'Power BI', 'Teamwork']","['Data Warehousing', 'Problem Solving', 'Communication', 'Python', 'Excel', 'Leadership', 'SQL', 'Statistics', 'Reporting', 'Power BI', 'Teamwork']",Mid Level (3-5 years)
SYN_1277,Data Analyst,"['Problem Solving', 'Communication', 'Python', 'Excel', 'Statistics', 'Business Intelligence', 'Power BI', 'Adaptability', 'Data Cleaning']",9,5-8,Synthetic,"['Problem Solving', 'Communication', 'Python', 'Excel', 'Statistics', 'Business Intelligence', 'Power BI', 'Adaptability', 'Data Cleaning']","['Problem Solving', 'Communication', 'Python', 'Excel', 'Statistics', 'Business Intelligence', 'Power BI', 'Adaptability', 'Data Cleaning']",Senior Level (5-8 years)
SYN_1278,UI/UX Designer,"['Wireframing', 'Photoshop', 'Leadership', 'Illustrator', 'Visual Design', 'Design Systems', 'Adobe XD', 'Adaptability', 'Creativity', 'Usability Testing', 'Interaction Design', 'Accessibility', 'Information Architecture']",13,8+,Synthetic,"['Wireframing', 'Photoshop', 'Leadership', 'Illustrator', 'Visual Design', 'Design Systems', 'Adobe XD', 'Adaptability', 'Creativity', 'Usability Testing', 'Interaction Design', 'Accessibility', 'Information Architecture']","['Wireframing', 'Photoshop', 'Leadership', 'Illustrator', 'Visual Design', 'Design Systems', 'Adobe Xd', 'Adaptability', 'Creativity', 'Usability Testing', 'Interaction Design', 'Accessibility', 'Information Architecture']",Lead Level (8+ years)
SYN_1279,Data Scientist,"['Pandas', 'Scikit-learn', 'Python', 'PyTorch', 'Statistics', 'Time Management', 'TensorFlow', 'Teamwork']",8,3-5,Synthetic,"['Pandas', 'Scikit-learn', 'Python', 'PyTorch', 'Statistics', 'Time Management', 'TensorFlow', 'Teamwork']","['Pandas', 'Scikit-Learn', 'Python', 'PyTorch', 'Statistics', 'Time Management', 'TensorFlow', 'Teamwork']",Mid Level (3-5 years)
SYN_1280,Software Developer,"['Debugging', 'Leadership', 'Version Control', 'Documentation', 'REST APIs', 'Data Structures', 'Testing', 'Object-Oriented Programming', 'Teamwork']",9,3-5,Synthetic,"['Debugging', 'Leadership', 'Version Control', 'Documentation', 'REST APIs', 'Data Structures', 'Testing', 'Object-Oriented Programming', 'Teamwork']","['Debugging', 'Leadership', 'Git', 'Documentation', 'Rest Apis', 'Data Structures', 'Testing', 'Object-Oriented Programming', 'Teamwork']",Mid Level (3-5 years)
SYN_1281,UI/UX Designer,"['Figma', 'Prototyping', 'Communication', 'User Flows', 'Creativity', 'Usability Testing', 'Interaction Design', 'Adaptability', 'Information Architecture']",9,0-2,Synthetic,"['Figma', 'Prototyping', 'Communication', 'User Flows', 'Creativity', 'Usability Testing', 'Interaction Design', 'Adaptability', 'Information Architecture']","['Figma', 'Prototyping', 'Communication', 'User Flows', 'Creativity', 'Usability Testing', 'Interaction Design', 'Adaptability', 'Information Architecture']",Entry Level (0-2 years)
SYN_1282,Network Engineer,"['Network Monitoring', 'Switching', 'Communication', 'Routing', 'Network Security', 'VLAN', 'Time Management', 'DHCP', 'Firewalls', 'BGP', 'Creativity', 'DNS']",12,3-5,Synthetic,"['Network Monitoring', 'Switching', 'Communication', 'Routing', 'Network Security', 'VLAN', 'Time Management', 'DHCP', 'Firewalls', 'BGP', 'Creativity', 'DNS']","['Network Monitoring', 'Switching', 'Communication', 'Routing', 'Network Security', 'Vlan', 'Time Management', 'Dhcp', 'Firewalls', 'Bgp', 'Creativity', 'Dns']",Mid Level (3-5 years)
SYN_1283,Data Scientist,"['A/B Testing', 'Data Visualization', 'NumPy', 'Leadership', 'PyTorch', 'Spark', 'SQL', 'Deep Learning', 'Big Data', 'Machine Learning', 'Critical Thinking', 'Creativity', 'TensorFlow']",13,5-8,Synthetic,"['A/B Testing', 'Data Visualization', 'NumPy', 'Leadership', 'PyTorch', 'Spark', 'SQL', 'Deep Learning', 'Big Data', 'Machine Learning', 'Critical Thinking', 'Creativity', 'TensorFlow']","['A/B Testing', 'Data Visualization', 'NumPy', 'Leadership', 'PyTorch', 'Spark', 'SQL', 'Deep Learning', 'Big Data', 'Machine Learning', 'Critical Thinking', 'Creativity', 'TensorFlow']",Senior Level (5-8 years)
SYN_1284,Cloud Engineer,"['AWS', 'Networking', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'Communication', 'Kubernetes', 'CloudFormation', 'Docker']",10,0-2,Synthetic,"['AWS', 'Networking', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'Communication', 'Kubernetes', 'CloudFormation', 'Docker']","['AWS', 'C#', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'Communication', 'Kubernetes', 'Cloudformation', 'Docker']",Entry Level (0-2 years)
SYN_1285,Data Analyst,"['Problem Solving', 'Communication', 'Leadership', 'Tableau', 'Statistics', 'Time Management', 'ETL', 'Business Intelligence', 'Looker']",9,0-2,Synthetic,"['Problem Solving', 'Communication', 'Leadership', 'Tableau', 'Statistics', 'Time Management', 'ETL', 'Business Intelligence', 'Looker']","['Problem Solving', 'Communication', 'Leadership', 'Tableau', 'Statistics', 'Time Management', 'Etl', 'Business Intelligence', 'Looker']",Entry Level (0-2 years)
SYN_1286,Cybersecurity Analyst,"['SIEM', 'Linux', 'Compliance', 'ISO 27001', 'Python', 'Risk Assessment', 'Communication', 'Network Security', 'Time Management', 'NIST', 'Security Audits', 'Penetration Testing']",12,0-2,Synthetic,"['SIEM', 'Linux', 'Compliance', 'ISO 27001', 'Python', 'Risk Assessment', 'Communication', 'Network Security', 'Time Management', 'NIST', 'Security Audits', 'Penetration Testing']","['Siem', 'Linux', 'Compliance', 'Iso 27001', 'Python', 'Risk Assessment', 'Communication', 'Network Security', 'Time Management', 'Nist', 'TypeScript', 'Penetration Testing']",Entry Level (0-2 years)
SYN_1287,DevOps Engineer,"['AWS', 'Bash', 'Scripting', 'CI/CD', 'Prometheus', 'Python', 'Terraform', 'Adaptability', 'Grafana', 'Teamwork', 'Ansible']",11,3-5,Synthetic,"['AWS', 'Bash', 'Scripting', 'CI/CD', 'Prometheus', 'Python', 'Terraform', 'Adaptability', 'Grafana', 'Teamwork', 'Ansible']","['AWS', 'Bash', 'Scripting', 'Ci/Cd', 'Prometheus', 'Python', 'Terraform', 'Adaptability', 'Grafana', 'Teamwork', 'Ansible']",Mid Level (3-5 years)
SYN_1288,Network Engineer,"['TCP/IP', 'Cisco', 'Network Security', 'VLAN', 'Critical Thinking', 'Adaptability', 'DNS', 'VPN']",8,3-5,Synthetic,"['TCP/IP', 'Cisco', 'Network Security', 'VLAN', 'Critical Thinking', 'Adaptability', 'DNS', 'VPN']","['Tcp/Ip', 'Cisco', 'Network Security', 'Vlan', 'Critical Thinking', 'Adaptability', 'Dns', 'Vpn']",Mid Level (3-5 years)
SYN_1289,IT Support Specialist,"['Networking Basics', 'Active Directory', 'Linux', 'Hardware', 'Windows', 'Communication', 'Office 365', 'Remote Support', 'Leadership', 'Customer Service', 'Troubleshooting', 'Mobile Devices']",12,3-5,Synthetic,"['Networking Basics', 'Active Directory', 'Linux', 'Hardware', 'Windows', 'Communication', 'Office 365', 'Remote Support', 'Leadership', 'Customer Service', 'Troubleshooting', 'Mobile Devices']","['Networking Basics', 'Active Directory', 'Linux', 'Hardware', 'Windows', 'Communication', 'Office 365', 'Remote Support', 'Leadership', 'Customer Service', 'Troubleshooting', 'Mobile Devices']",Mid Level (3-5 years)
SYN_1290,Database Administrator,"['Scripting', 'Leadership', 'High Availability', 'Performance Tuning', 'SQL', 'Backup Recovery', 'Query Optimization', 'Adaptability', 'Database Security']",9,0-2,Synthetic,"['Scripting', 'Leadership', 'High Availability', 'Performance Tuning', 'SQL', 'Backup Recovery', 'Query Optimization', 'Adaptability', 'Database Security']","['Scripting', 'Leadership', 'Machine Learning', 'Performance Tuning', 'SQL', 'Backup Recovery', 'Query Optimization', 'Adaptability', 'Database Security']",Entry Level (0-2 years)
SYN_1291,Cloud Engineer,"['Serverless', 'Linux', 'Leadership', 'Monitoring', 'Google Cloud', 'Azure', 'Teamwork', 'Time Management', 'Docker', 'Security', 'Infrastructure as Code', 'CloudFormation']",12,0-2,Synthetic,"['Serverless', 'Linux', 'Leadership', 'Monitoring', 'Google Cloud', 'Azure', 'Teamwork', 'Time Management', 'Docker', 'Security', 'Infrastructure as Code', 'CloudFormation']","['Serverless', 'Linux', 'Leadership', 'Monitoring', 'Google Cloud', 'Azure', 'Teamwork', 'Time Management', 'Docker', 'Security', 'Infrastructure As Code', 'Cloudformation']",Entry Level (0-2 years)
SYN_1292,DevOps Engineer,"['Bash', 'Linux', 'Prometheus', 'Python', 'Monitoring', 'Adaptability', 'Grafana', 'Teamwork']",8,5-8,Synthetic,"['Bash', 'Linux', 'Prometheus', 'Python', 'Monitoring', 'Adaptability', 'Grafana', 'Teamwork']","['Bash', 'Linux', 'Prometheus', 'Python', 'Monitoring', 'Adaptability', 'Grafana', 'Teamwork']",Senior Level (5-8 years)
SYN_1293,Data Scientist,"['Data Visualization', 'Pandas', 'NumPy', 'Problem Solving', 'Leadership', 'Python', 'Spark', 'Tableau', 'Statistics', 'Deep Learning', 'Machine Learning', 'TensorFlow']",12,8+,Synthetic,"['Data Visualization', 'Pandas', 'NumPy', 'Problem Solving', 'Leadership', 'Python', 'Spark', 'Tableau', 'Statistics', 'Deep Learning', 'Machine Learning', 'TensorFlow']","['Data Visualization', 'Pandas', 'NumPy', 'Problem Solving', 'Leadership', 'Python', 'Spark', 'Tableau', 'Statistics', 'Deep Learning', 'Machine Learning', 'TensorFlow']",Lead Level (8+ years)
SYN_1294,Cloud Engineer,"['AWS', 'Serverless', 'CI/CD', 'Python', 'Azure', 'Critical Thinking', 'Time Management', 'Terraform', 'Docker', 'Kubernetes', 'Security', 'CloudFormation']",12,0-2,Synthetic,"['AWS', 'Serverless', 'CI/CD', 'Python', 'Azure', 'Critical Thinking', 'Time Management', 'Terraform', 'Docker', 'Kubernetes', 'Security', 'CloudFormation']","['AWS', 'Serverless', 'Ci/Cd', 'Python', 'Azure', 'Critical Thinking', 'Time Management', 'Terraform', 'Docker', 'Kubernetes', 'Security', 'Cloudformation']",Entry Level (0-2 years)
SYN_1295,Frontend Developer,"['CSS', 'Leadership', 'JavaScript', 'HTML', 'Webpack', 'Creativity', 'Adaptability', 'Testing', 'React', 'Tailwind CSS']",8,0-2,Synthetic,"['CSS', 'Leadership', 'JavaScript', 'HTML', 'Webpack', 'Creativity', 'Adaptability', 'Testing', 'React', 'Tailwind CSS']","['HTML/CSS', 'Leadership', 'JavaScript', 'Webpack', 'Creativity', 'Adaptability', 'Testing', 'React']",Entry Level (0-2 years)
SYN_1296,DevOps Engineer,"['Bash', 'CI/CD', 'Monitoring', 'Terraform', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Ansible']",9,0-2,Synthetic,"['Bash', 'CI/CD', 'Monitoring', 'Terraform', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Ansible']","['Bash', 'Ci/Cd', 'Monitoring', 'Terraform', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Ansible']",Entry Level (0-2 years)
SYN_1297,Network Engineer,"['Network Monitoring', 'Switching', 'Problem Solving', 'Network Security', 'VLAN', 'TCP/IP', 'Creativity', 'DNS', 'VPN', 'Wireshark']",10,5-8,Synthetic,"['Network Monitoring', 'Switching', 'Problem Solving', 'Network Security', 'VLAN', 'TCP/IP', 'Creativity', 'DNS', 'VPN', 'Wireshark']","['Network Monitoring', 'Switching', 'Problem Solving', 'Network Security', 'Vlan', 'Tcp/Ip', 'Creativity', 'Dns', 'Vpn', 'Wireshark']",Senior Level (5-8 years)
SYN_1298,Software Developer,"['Linux', 'Java', 'JavaScript', 'SQL', 'Version Control', 'Time Management', 'Adaptability', 'Data Structures', 'Testing', 'Git', 'Object-Oriented Programming']",10,8+,Synthetic,"['Linux', 'Java', 'JavaScript', 'SQL', 'Version Control', 'Time Management', 'Adaptability', 'Data Structures', 'Testing', 'Git', 'Object-Oriented Programming']","['Linux', 'Java', 'JavaScript', 'SQL', 'Git', 'Time Management', 'Adaptability', 'Data Structures', 'Testing', 'Object-Oriented Programming']",Lead Level (8+ years)
SYN_1299,Full Stack Developer,"['Communication', 'Python', 'JavaScript', 'SQL', 'Teamwork', 'Next.js', 'HTML/CSS', 'Express.js', 'TypeScript', 'Adaptability', 'Node.js', 'Tailwind CSS', 'Docker']",10,3-5,Synthetic,"['Communication', 'Python', 'JavaScript', 'SQL', 'Teamwork', 'Next.js', 'HTML/CSS', 'Express.js', 'TypeScript', 'Adaptability', 'Node.js', 'Tailwind CSS', 'Docker']","['Communication', 'Python', 'JavaScript', 'SQL', 'Teamwork', 'HTML/CSS', 'TypeScript', 'Adaptability', 'Node.js', 'Docker']",Mid Level (3-5 years)
SYN_1300,Software Developer,"['Debugging', 'Linux', 'Communication', 'Version Control', 'Documentation', 'Creativity', 'Agile', 'Data Structures', 'Teamwork']",9,0-2,Synthetic,"['Debugging', 'Linux', 'Communication', 'Version Control', 'Documentation', 'Creativity', 'Agile', 'Data Structures', 'Teamwork']","['Debugging', 'Linux', 'Communication', 'Git', 'Documentation', 'Creativity', 'Agile', 'Data Structures', 'Teamwork']",Entry Level (0-2 years)
SYN_1301,Frontend Developer,"['UI/UX Principles', 'CSS', 'Communication', 'Teamwork', 'HTML', 'REST APIs', 'TypeScript', 'Creativity', 'Vue.js', 'Tailwind CSS']",8,0-2,Synthetic,"['UI/UX Principles', 'CSS', 'Communication', 'Teamwork', 'HTML', 'REST APIs', 'TypeScript', 'Creativity', 'Vue.js', 'Tailwind CSS']","['Ui/Ux Principles', 'HTML/CSS', 'Communication', 'Teamwork', 'Rest Apis', 'TypeScript', 'Creativity', 'Vue.js']",Entry Level (0-2 years)
SYN_1302,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Python', 'Excel', 'SQL', 'Statistics', 'ETL', 'Creativity', 'Business Intelligence', 'Looker', 'Data Cleaning']",11,0-2,Synthetic,"['Data Warehousing', 'Problem Solving', 'Python', 'Excel', 'SQL', 'Statistics', 'ETL', 'Creativity', 'Business Intelligence', 'Looker', 'Data Cleaning']","['Data Warehousing', 'Problem Solving', 'Python', 'Excel', 'SQL', 'Statistics', 'Etl', 'Creativity', 'Business Intelligence', 'Looker', 'Data Cleaning']",Entry Level (0-2 years)
SYN_1303,Data Analyst,"['Data Visualization', 'Communication', 'Leadership', 'SQL', 'Tableau', 'Statistics', 'Creativity', 'Business Intelligence']",8,0-2,Synthetic,"['Data Visualization', 'Communication', 'Leadership', 'SQL', 'Tableau', 'Statistics', 'Creativity', 'Business Intelligence']","['Data Visualization', 'Communication', 'Leadership', 'SQL', 'Tableau', 'Statistics', 'Creativity', 'Business Intelligence']",Entry Level (0-2 years)
SYN_1304,Product Manager,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Stakeholder Management', 'Prioritization', 'Critical Thinking', 'Time Management', 'Market Research', 'Scrum', 'Creativity', 'MVP', 'Product Strategy']",12,3-5,Synthetic,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Stakeholder Management', 'Prioritization', 'Critical Thinking', 'Time Management', 'Market Research', 'Scrum', 'Creativity', 'MVP', 'Product Strategy']","['Roadmapping', 'Jira', 'Customer Discovery', 'Stakeholder Management', 'Prioritization', 'Critical Thinking', 'Time Management', 'Market Research', 'Scrum', 'Creativity', 'Mvp', 'Product Strategy']",Mid Level (3-5 years)
